City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
203.0,shingu,0.0,JP,1635438949.0,82.0,31.052550262813583,136.25954934991142,52.84,7.34
204.0,copiapo,2.0,CL,1635438949.0,22.0,-26.959789690586,-72.44794186902897,58.69,8.63
205.0,bredy,87.0,RU,1635438950.0,66.0,52.59979968053787,60.64752643023451,35.51,16.93
206.0,severo-kurilsk,80.0,RU,1635438950.0,87.0,44.868674710719404,160.98294887894968,42.01,5.61
207.0,mwingi,17.0,KE,1635438950.0,45.0,-0.6109552784991052,38.044833000068394,76.28,8.37
208.0,rio grande,0.0,BR,1635438950.0,64.0,-37.04106775386292,-46.088023521372946,86.11,12.5
209.0,vila velha,20.0,BR,1635438668.0,65.0,-28.69599823021335,-27.233235455688572,82.35,12.66
210.0,hithadhoo,80.0,MV,1635438940.0,75.0,-8.630313898427687,85.1418489534887,82.99,17.2
211.0,meulaboh,94.0,ID,1635438951.0,88.0,0.45087988697390813,93.46816335786599,77.79,7.02
212.0,pinega,20.0,RU,1635438951.0,95.0,64.46573482090926,43.02631052918019,19.76,4.36
213.0,tuktoyaktuk,90.0,CA,1635438951.0,100.0,81.44817073706335,-124.3014633629286,26.6,3.44
214.0,bengkulu,100.0,ID,1635438952.0,86.0,-9.418701235420045,94.88566362254892,77.27,3.8
215.0,nacala,12.0,MZ,1635439012.0,62.0,-13.880782292262737,41.222797646694374,77.22,17.31
216.0,hamilton,90.0,BM,1635438730.0,84.0,26.265317344518294,-63.031128482776836,56.95,1.01
217.0,latung,71.0,PH,1635439012.0,73.0,3.622690463657179,121.76541555993339,83.46,4.85
218.0,dehloran,1.0,IR,1635439012.0,17.0,31.653657684285747,46.45511085093406,77.94,5.19
219.0,brownsville,1.0,US,1635439013.0,31.0,25.661290193248377,-95.41679575206088,81.01,5.01
220.0,coahuayana,17.0,MX,1635439013.0,60.0,-2.4324033860914795,-114.52756083272344,85.48,1.81
221.0,butaritari,100.0,KI,1635439013.0,71.0,11.14736035908524,174.59342715467238,82.06,11.77
222.0,zhigansk,100.0,RU,1635439013.0,90.0,72.13303571123689,122.6772613117439,19.33,13.85
223.0,havoysund,100.0,NO,1635439014.0,92.0,76.80761759775356,22.620344751166556,32.88,21.79
224.0,aljezur,94.0,PT,1635439014.0,72.0,36.42647867047063,-10.189718794076583,67.24,7.2
225.0,almaznyy,95.0,RU,1635439014.0,69.0,62.687610451443845,115.38996105422109,44.74,7.81
226.0,bakel,100.0,SN,1635439014.0,20.0,13.916290838544924,-12.357525102457487,97.63,3.58
227.0,walajapet,100.0,IN,1635439015.0,84.0,13.031830563734673,79.42732930565228,74.64,3.69
228.0,cherskiy,51.0,RU,1635439015.0,95.0,89.77943530108567,160.7516206741489,-18.74,4.0
229.0,salinopolis,26.0,BR,1635439015.0,77.0,6.872152389123613,-43.186150127794065,81.59,6.64
230.0,ghanzi,58.0,BW,1635439015.0,53.0,-21.845012361811982,21.647964264507834,74.37,7.36
231.0,malindi,20.0,KE,1635439016.0,74.0,-3.757288569362075,40.81009661038871,80.76,8.05
232.0,itarema,10.0,BR,1635439016.0,54.0,5.460074256060636,-35.35383761710446,88.65,19.08
233.0,khasan,0.0,RU,1635439016.0,53.0,40.49157461623483,129.78807546818808,45.52,5.39
234.0,trairi,12.0,BR,1635439008.0,54.0,-1.9352540608821158,-38.473952134836225,87.71,16.11
235.0,beinamar,40.0,TD,1635439016.0,53.0,8.652480867869485,14.817111012315166,84.06,2.75
236.0,la ronge,40.0,CA,1635439017.0,75.0,61.618781222717246,-104.17590847513301,39.45,4.61
237.0,elk,31.0,PL,1635439017.0,89.0,53.72217504967455,22.360698200609903,50.86,6.8
238.0,arevashogh,0.0,AM,1635439017.0,45.0,40.91666996068736,44.27413522324699,35.58,1.9
239.0,shafranovo,100.0,RU,1635439017.0,69.0,54.19717796033444,54.71131504501608,36.9,14.07
240.0,chumikan,43.0,RU,1635439018.0,74.0,56.36501997147079,134.89641880293402,36.66,18.25
241.0,taoudenni,68.0,ML,1635439018.0,22.0,25.494750418591423,-3.2743256582338915,93.11,3.02
242.0,klaksvik,7.0,FO,1635439018.0,89.0,76.94026639017142,-1.6530203182676644,49.12,21.41
243.0,tarakan,95.0,ID,1635439019.0,80.0,2.705291578235446,119.23986747451477,80.22,3.67
244.0,yarada,90.0,IN,1635439019.0,74.0,13.974085117086744,87.56239708111673,84.52,11.5
245.0,kalmunai,78.0,LK,1635439019.0,82.0,7.519082357926891,82.78309183574362,79.41,7.14
246.0,otane,99.0,NZ,1635439019.0,99.0,-43.20064142987625,179.9012684998201,60.01,1.48
247.0,gao,58.0,ML,1635439020.0,13.0,17.425244123474755,-1.2945948855490599,97.2,5.21
